,text,star,app_id,reviewDate,corrected_text,accuracy %
4871,Bahyya bekarr haaaaaaaaaaaaaaaaaaaaaaa gaaaaaaaaaaaaaa,1,com.phonepe.app,18/03/21,Bahyya bekarr haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,75.0
4872,Lynn.outgoings.agtpjmjtggg,5,com.phonepe.app,18/03/21,Lynn.outgoings.agtpjmjtggg.,0.0
4873,Fast n very much useful,5,com.phonepe.app,18/03/21,Fast and very useful.,40.0
4874,So better for paying amount,5,com.phonepe.app,18/03/21,So better for paying the full amount.,60.0
4875,This app is the best to pay app.,5,com.phonepe.app,18/03/21,This app is the best paid apps.,75.0
4876,Good,5,com.phonepe.app,18/03/21,Good.,0.0
4877,0,0,0,0,0,0.0
4878,It's great,5,com.phonepe.app,18/03/21,It's great,100.0
4879,It's amazing app,5,com.phonepe.app,18/03/21,It's an amazing app.,33.3
4880,Great App...,5,com.phonepe.app,18/03/21,Great App!,50.0
4881,Emergency its super,5,com.phonepe.app,18/03/21,Emergency evacuations.,66.7
4882,Nice,5,com.phonepe.app,18/03/21,Nice.,0.0
4883,Good,5,com.phonepe.app,18/03/21,Good to be able to watch the game at least once during the last 30 minutes of the game.,0.0
4884,Speedy aap,4,com.phonepe.app,18/03/21,Speedy Appointment.,50.0
4885,Great Updated 👍,5,com.phonepe.app,18/03/21,Great Update,33.3
4886,Good,5,com.phonepe.app,18/03/21,Good luck.,0.0
4887,Good service,4,com.phonepe.app,18/03/21,Good service.,50.0
4888,Great app 👌👌👌,5,com.phonepe.app,18/03/21,Great app.,33.3
4889,Ok,5,com.phonepe.app,18/03/21,Ok.,0.0
4890,Very good,5,com.phonepe.app,18/03/21,Very Good.,50.0
4891,Good UPI payment AAP,5,com.phonepe.app,18/03/21,Good UPI payment AAP.,75.0
4892,"Very useful app, and it's very fast and user friendly. Thank you phonepe team.",5,com.phonepe.app,18/03/21,"Very useful app, and it's very fast and user friendly. Thank you phonepe team.",100.0
4893,Awesome App,5,com.phonepe.app,18/03/21,Awesome App.,50.0
4894,Okay 👌,4,com.phonepe.app,18/03/21,Okay.,0.0
4895,👍,5,com.phonepe.app,18/03/21,,0.0
4896,Good warking,5,com.phonepe.app,18/03/21,Good luck working.,50.0
4897,Super,5,com.phonepe.app,18/03/21,Supervision - The biggest one of its kind.,0.0
4898,I hv lost money by transactions,1,com.phonepe.app,18/03/21,Have lost money by transactions?,66.7
4899,Good,4,com.phonepe.app,18/03/21,Good!,0.0
4900,Superb,4,com.phonepe.app,18/03/21,Superb.,0.0
4901,Very bad app . Lot of bug problem,5,com.phonepe.app,18/03/21,Very bad app. Lots of bug problems.,62.5
4902,OP,5,com.phonepe.app,18/03/21,OP,100.0
4903,Very nice 👍,5,com.phonepe.app,18/03/21,Very nice.,33.3
4904,I won't believe in this 😂 app 😂😒😒,1,com.phonepe.app,18/03/21,I won't believe in this app.,75.0
4905,Nice game 👍👍,5,com.playrix.gardenscapes,18/03/21,Nice game.,33.3
4906,Nidamudasir,5,com.playrix.gardenscapes,18/03/21,Nidamudasir.,0.0
4907,Very relaxing game.😃,5,com.playrix.gardenscapes,18/03/21,Very relaxing game.,66.7
4908,Fun I downloaded this yesterday and I've played it most of day... I've got this game on second phone love it.,5,com.playrix.gardenscapes,18/03/21,"Fun. I downloaded this yesterday and I've played it most of the day... I've got this game on my second phone, love it.",81.0
4909,Ok,5,com.playrix.gardenscapes,18/03/21,Ok.,0.0
4910,0,0,0,0,0,0.0
4911,👌👌,5,com.playrix.gardenscapes,18/03/21,,0.0
4912,The pin pull advert for this game is misleading and false advertising. Pin pull puzzles are not a part if the game play ....,1,com.playrix.gardenscapes,18/03/21,The pin pull advertisement for this game is misleading and false advertising.Pin pull puzzles are not part of the game play....,79.2
4913,Good fun,5,com.playrix.gardenscapes,18/03/21,Good fun!,50.0
4914,"Once again, i am not RECOMMENDING to DOWNLOAD this game, this game will just FRUSTRATE you. Just like from my previous commentthe hard & superhard levels only has 3-5% of chance of winning. If you got an unli lives for 1-3hrs most of your time will just go fr trying to finish almost one level only. Again, To the ADMIN, please reevaluate the RULES of your games... many players were already posting at your page about same dismay as mine and seems its nothing to you. No action has been done.",1,com.playrix.gardenscapes,18/03/21,"Once again, i am not RECOMMENDING to DOWNLOAD this game, this game will just FRUSTRATE you. Just like from my previous comment the hard & superhard levels only have 3-5% chance of winning. If you got an uni lives for 1-3hrs most of",93.4
4915,awsm,5,com.playrix.gardenscapes,18/03/21,awsm,100.0
4916,"Its a cool game , needs a lot of reading",5,com.playrix.gardenscapes,18/03/21,"Its a cool game, needs a lot of reading.",80.0
4917,Ghatiya very bad,1,com.playrix.gardenscapes,18/03/21,ghatiya very bad,66.7
4918,Ok,5,com.playrix.gardenscapes,18/03/21,Ok.,0.0
4919,Shivani kushwaha Love u game so l like play prday these playing tha game,4,com.playrix.gardenscapes,18/03/21,Shivani kushwaha Love u games. l like play this prday. playing the game.,50.0
4920,Favorite,5,com.playrix.gardenscapes,18/03/21,Favorite,100.0
4921,Love this game. It take all my stress away. Love it,5,com.playrix.gardenscapes,18/03/21,Love this game. It takes all my stress away. love it.,72.7
4922,I downlode this game yeasterday but not downlode yet.........thats reson i hope the game will be entertenement me also... Thanks,5,com.playrix.gardenscapes,18/03/21,I downlode this game tonight but not downlode yet.........thats reson. i hope the game will entertenment me also... Thanks..,75.0
4923,OK,5,com.playrix.gardenscapes,18/03/21,OK.,0.0
4924,Good,4,com.playrix.gardenscapes,18/03/21,Good.,0.0
4925,Good game,5,com.playrix.gardenscapes,18/03/21,Good game.,50.0
4926,So far so good,4,com.playrix.gardenscapes,18/03/21,So far so good.,75.0
4927,Cool,5,com.playrix.gardenscapes,18/03/21,Cool.,0.0
4928,"The game downloads but when you start it,it switches off",1,com.playrix.gardenscapes,18/03/21,"The game downloads, but when you start it,it switches off.",80.0
4929,Still i m not played this game,2,com.playrix.gardenscapes,18/03/21,"Still, i m not played this game.",71.4
4930,Good luck 👍🏻👍,4,com.playrix.gardenscapes,18/03/21,Good luck!,33.3
4931,Good,5,com.playrix.gardenscapes,18/03/21,Good luck to you!,0.0
4932,Like,4,com.playrix.gardenscapes,18/03/21,"Like the old version, this one has a modern twist.",0.0
4933,Why are some levels unbeatable ....its killing me,1,com.playrix.gardenscapes,18/03/21,Why are some levels unbeatable....its killing me.,75.0
4934,Very very very very very very very very very very very very very very very very very very very very very very very very very very nice nice nice ni,5,com.playrix.gardenscapes,18/03/21,Very very very very very very very very very very very very very very very very very very very very very very very very nice nice.,86.7
4935,Nice game,5,com.playrix.gardenscapes,18/03/21,Nice game.,50.0
4936,Super,5,com.playrix.gardenscapes,18/03/21,Super Bowl XXXXXXXXXXXXXXXXXL:,0.0
4937,"It is very nice game,but hard",5,com.playrix.gardenscapes,18/03/21,"It is very nice game,but hard.",83.3
4938,Love it,5,com.playrix.gardenscapes,18/03/21,Love it!,50.0
4939,Great game! It is very relaxing after a long day of work.,5,com.playrix.gardenscapes,18/03/21,Great game! It was very relaxing after a long day at work.,83.3
4940,It takes an absurd amount of time and money to complete the renovation events.,2,com.playrix.gardenscapes,18/03/21,It takes an absurd amount of time and money to complete the renovation event.,92.9
4941,The best in my gaming experience,5,com.playrix.gardenscapes,18/03/21,Best gaming experience!,50.0
4942,1. The storyline with Akira is racist! 2. The game double charges accounts when you pay. 3. When you email you don't get a response. 4. A lot of levels you can't pass without paying. A bit of a rip-off.,1,com.playrix.gardenscapes,18/03/21,1. The storyline with Akira is racist! 2. The game doubles up accounts when you pay. 3. When you email you don't get a response. 4. A lot of levels you can't pass without paying. A bit of a rip-off.,95.0
4943,okay,5,com.playrix.gardenscapes,18/03/21,okay,100.0
4944,Since the updates I have no opportunity to wi n power ups or take part in the team events. Seems like lots of people on your Facebook page are experiencing the same as me!,1,com.playrix.gardenscapes,18/03/21,Since the updates I have no opportunity to win power ups or take part in the team events. Seems like lots of people on your Facebook page are experiencing the same thing as me!,94.1
4945,Faltu game,1,com.playrix.gardenscapes,18/03/21,Featu _ game,0.0
4946,Addictive,5,com.playrix.gardenscapes,18/03/21,Addictive.,0.0
4947,"Fake ads, not even the game they promote in the ads",1,com.playrix.gardenscapes,18/03/21,"Fake ads, not even the game they promote in the ads.",90.9
4948,Nice game,5,com.playrix.gardenscapes,18/03/21,Nice game.,50.0
4949,Good 🙂,5,com.playrix.gardenscapes,18/03/21,Good,50.0
4950,This game is too good I love this game there was promised that I give you one Level to two star so this was too good and this is the best game I thought that this is the this is the best best games in a try all the game and this is also good struggle and I all my struggle was best,5,com.playrix.gardenscapes,18/03/21,This game is too good I love this game there was promised I give you one Level to two stars so this was too good and this is the best game I thought this is the this is the best best games on a try all the game and this is also a good struggle and I all my struggle was,90.5
4951,This is nice game o I don't know,5,com.playrix.gardenscapes,18/03/21,This is a nice game o I don't know.,75.0
4952,. .,5,com.playrix.gardenscapes,18/03/21,..,50.0
4953,Gardenescapesveryyouerverynicege,1,com.playrix.gardenscapes,18/03/21,Gardenescapesveryyouverynicege.,0.0
4954,I love this game it's soo much intresting,5,com.playrix.gardenscapes,18/03/21,I love this game it's soooooo intresting.,75.0
4955,I really like this game 👍👍👍👍👍👍,5,com.playrix.gardenscapes,18/03/21,I really like this game.,66.7
4956,Good interesting game,5,com.playrix.gardenscapes,18/03/21,Good interesting game.,66.7
4957,"Hi I just finished completing the first stage and when I try to open a new stage it will say the game is updateing, but every time I try to open a new stage it will always be on 0%",5,com.playrix.gardenscapes,18/03/21,"Hi I just finished completing the first stage and when I try to open a new stage it will say the game is update, but every time I try to open a new stage it will always be on 0%.",95.0
4958,Stupid game. We r there to clean our home and garden so keeping in mins the basic purpose the stages should be easy but it feels like we r playing candy crush and being stuck up. I've deleted it.,1,com.playrix.gardenscapes,18/03/21,Stupid game. We r there to clean our home and garden so keeping in mins the basic purpose the stages should be easy but it feels like we r playing candy crush and being stuck up. I've deleted it.,100.0
4959,I am having fun,5,com.playrix.gardenscapes,18/03/21,I am having fun!,75.0
4960,Some times unable to beat it' s irritating,4,com.playrix.gardenscapes,18/03/21,Sometimes unable to beat the irritating.,50.0
4961,Debajit hazarika so nice,5,com.playrix.gardenscapes,18/03/21,Debajit Hazarika so nice.,50.0
4962,😂😂😂,5,com.playrix.gardenscapes,18/03/21,.,0.0
4963,0,0,0,0,0,0.0
4964,"Really boring, 2 thumbs down",1,com.playrix.gardenscapes,18/03/21,"Really boring, 2 thumbs down.",80.0
4965,Very deceiving. They said that if you invite your friends thru fb or messenger and your friends installed it and play for atleast level 7 they will give you boosters and life for 6 hours. I have a friend who got to installed and play because I said so but the promises were just promises. No booster nor life given.,1,com.playrix.gardenscapes,18/03/21,Very deceiving. They said that if you invite your friends thru fb or messenger and your friends installed it and play for atleast level 7 they will give you boosters and life for 6 hours. I have a friend who got to install and play because I said so but the,96.7
4966,"This and their other game Township are the best games I've ever played. There's always, always something to do. You are NEVER bored. I've been playing for almost 5 years and will continue to play EVERY DAY!! The games are FREE and once a month I spend a few dollars on them, not because I have to to get anywhere in the game. I enjoy the games and all the perks they GIVE you. I just figured it's the least I can do to keep the games neverending lol. Thanks PLAYRIX ❤ Keep up the great work.",5,com.playrix.gardenscapes,18/03/21,"This and their other game Township are the best games I've ever played. There's always, always something to do. You are NEVER bored. I've been playing for almost 5 years and will continue to play EVERY DAY!! The games are FREE and once a month I spend a few",99.0
4967,"It's nice and helps your mind. So, how we will play against each other?",5,com.playrix.gardenscapes,18/03/21,"It's nice and helps you think.So, how would we play against each other?",71.4
4968,"Game is so awesome and addicted, i love it! Gardenscapes and Fishdom are my top favourite games ❤️",5,com.playrix.gardenscapes,18/03/21,"Games are so awesome and addictive, i love them! Gardenscapes and Fishdom are my top favourite games.",66.7
4969,Enjoying,5,com.playrix.gardenscapes,18/03/21,Enjoy.,0.0
4970,I am unable to download this game again. How can I download again,5,com.playrix.gardenscapes,18/03/21,I am unable to download this game again. how can I download again?,84.6
4971,Game never opens it crashes almost everytime.,1,com.playrix.gardenscapes,18/03/21,Game never opens it crashes almost every time.,85.7
4972,I like the game,5,com.playrix.gardenscapes,18/03/21,I like the game.,75.0
4973,Wow,5,com.playrix.gardenscapes,18/03/21,Wow.,0.0
4974,Awesome👏,5,com.playrix.gardenscapes,18/03/21,Awesome!,0.0
4975,Excellent,3,com.playrix.gardenscapes,18/03/21,Excellent.,0.0
4976,Addictive,4,com.playrix.gardenscapes,18/03/21,Aditivive.,0.0
4977,Fast,5,com.playrix.gardenscapes,18/03/21,Fast.,0.0
4978,Gud Gud,5,com.playrix.gardenscapes,18/03/21,Gud. Gud.,0.0
4979,I love this game so much,5,com.playrix.gardenscapes,18/03/21,I love this game so much!,83.3
4980,Wonderful game,5,com.playrix.gardenscapes,18/03/21,Wonderful game!,50.0
4981,I dont have enough storage on my phone to keep updating all the updates you are asking . If someone cant update why are you freezing the game please fix this issue on your end. Or I will have to uninstall and put in another game that doesnt require constant updates. I have a phone that doesnt have much storage space to begin with.,1,com.playrix.gardenscapes,18/03/21,I dont have enough storage on my phone to keep updating all the updates you are asking. If someone cant update why are you freezing the game please fix this issue on your end. Or I will have to uninstall and put in another game that doesnt require constant updates. I have a phone that,96.9
4982,Supar,5,com.playrix.gardenscapes,18/03/21,") ) are the two largest organs within the ""space"" ( ""space"" ) and "" space "" ( "" space "" ).",0.0
4983,"Not very enjoyable any more. At first it was fun I had 2 or three easy levels and 2 or three hard or super hard levels spaced out. Now, nearly every level or every other level is har or super hard. Some are basically impossible to pass without purchasing coins. My end is near with this game.",3,com.playrix.gardenscapes,18/03/21,"Not very enjoyable any more. At first it was fun I had 2 or 3 easy levels and 2 or three hard or super hard levels spaced out. Now, nearly every level or every other level is hard or super hard. Some are basically impossible to pass without purchasing coins. My end is near with this game",94.7
4984,Enjoy,5,com.playrix.gardenscapes,18/03/21,Enjoy!,0.0
4985,Nice,5,com.playrix.gardenscapes,18/03/21,"Nice,",0.0
4986,Ok,5,com.playrix.gardenscapes,18/03/21,Ok.,0.0
4987,Very very worst waste of time,1,com.playrix.gardenscapes,18/03/21,The very worst waste of time.,66.7
